Q,Negociação,C/V,Tipo mercado,Prazo,Especificação do título,Obs. (*),Quantidade,Preço / Ajuste,Valor Operação / Ajuste,D/C
-,1-BOVESPA,V,VISTA,-,NU-NUBANKDR3,-,24,"6,30","151,20",C
