Q,Negociação,C/V,Tipo mercado,Prazo,Especificação do título,Obs. (*),Quantidade,Preço / Ajuste,Valor Operação / Ajuste,D/C
-,1-BOVESPA,C,FRACIONARIO,-,MAGAZ LUIZAON NM,-,22,"3,68","80,96",D
