Q,Negociação,C/V,Tipo mercado,Prazo,Especificação do título,Obs. (*),Quantidade,Preço / Ajuste,Valor Operação / Ajuste,D/C
-,1-BOVESPA,C,VISTA,-,NU-NUBANKDR3,-,4,"4,50","18,00",D
